custFirstName,custLastName,custPhone,custGender,driverFirstName,driverLastName,driverPhone,driverLicense,driverGender,carModel,carPlate,carColor,carType,carAvailable,startPoint,endPoint,distance,orderStatus,totalPrice,orderDate,reviewRating,reviewComment
"Serhii","Khmelyov","+380704081108","prefer not to say","Iryna","Shevchenko","+380646280560","DL817398","male","Renault Megane","AB 4551 AA-447","Yellow","Sedan","false","Ternopil, Horodotska St, 47","Ternopil, Horodotska St, 111","4.19","REJECTED","85.48","2026-01-19","2","Amazing experience"
"Andrii","Hrytsenko","+380887012358","male","Mykola","Khmelyov","+380839168436","DL130541","prefer not to say","Nissan Altima","AM 6217 II-448","Red","Luxury","true","Kyiv, Valova St, 28","Kyiv, Bandery St, 105","5.14","FAILED","14.18","2026-01-16","1","Great trip!"
"Ivan","Zaitsev","+380635915353","male","Yevhen","Oliinyk","+380756543505","DL249221","other","Hyundai Sonata","BC 1522 AA-449","Yellow","Luxury","true","Uzhhorod, Stryiska St, 74","Uzhhorod, Lychakivska St, 142","1.22","FAILED","40.60","2026-03-10","3","Smooth ride"
"Alina","Khmelyov","+380869892922","other","Volodymyr","Lysenko","+380846758851","DL233171","other","Tesla Model 3","BC 2357 BB-450","Black","Luxury","false","Ivano-Frankivsk, Khmelnitskoho St, 96","Ivano-Frankivsk, Shevchenka St, 70","3.67","ACCEPTED","53.87","2026-03-11","3","Driver was rude"
"Alina","Hrytsenko","+380838787247","other","Andrii","Zaitsev","+380811370865","DL248651","other","Nissan Altima","AM 2639 AA-451","Dark Blue","Sedan","true","Uzhhorod, Naukova St, 143","Uzhhorod, Bandery St, 32","1.88","ACCEPTED","29.77","2026-01-03","5","Highly recommend"
"Svitlana","Dovzhenko","+380849813731","prefer not to say","Ivan","Bondarenko","+380851308959","DL390607","other","Tesla Model 3","AT 2195 HT-452","Silver","SUV","true","Lutsk, Kulparkivska St, 107","Lutsk, Naukova St, 78","10.93","ACCEPTED","93.46","2026-01-23","2","Driver was late"
"Volodymyr","Dovzhenko","+380804923629","other","Kateryna","Fedorov","+380896958447","DL582380","male","Subaru Legacy","AX 9948 AA-453","Grey","SUV","false","Ternopil, Stryiska St, 134","Ternopil, Shevchenka St, 14","2.94","COMPLETED","14.03","2026-02-12","5","Not recommended"
"Viktor","Sokolova","+380817340495","prefer not to say","Volodymyr","Kovalenko","+380721229004","DL279640","female","Hyundai Sonata","AM 2621 BB-454","Yellow","SUV","true","Kharkiv, Bandery St, 146","Kharkiv, Stryiska St, 134","8.89","CANCELLED","41.35","2026-03-25","3","Excellent service"
"Oleksandr","Marchenko","+380995400378","female","Nataliia","Sokolova","+380843565386","DL416491","male","Toyota Camry","BB 7074 AA-455","Orange","Sedan","false","Zaporizhzhia, Pekarska St, 34","Zaporizhzhia, Khmelnitskoho St, 118","7.25","REJECTED","70.36","2026-03-02","5","Amazing experience"
"Yevhen","Melnyk","+380951817839","female","Volodymyr","Marchenko","+380971127441","DL680904","female","Mercedes-Benz C-Class","BC 2145 CX-456","Orange","SUV","false","Zaporizhzhia, Lychakivska St, 37","Zaporizhzhia, Shevchenka St, 1","6.60","IN_PROGRESS","108.16","2026-02-03","1","Will ride again"
"Ivan","Melnyk","+380658931162","male","Serhii","Goncharenko","+380757911599","DL170883","male","Volkswagen Passat","BK 4379 BB-457","Green","Hatchback","true","Kyiv, Valova St, 21","Kyiv, Naukova St, 33","12.42","COMPLETED","95.70","2026-02-16","4","Excellent service"
"Svitlana","Dovzhenko","+380834243888","other","Anna","Kravchenko","+380802155192","DL649319","prefer not to say","Tesla Model 3","BT 3937 BB-458","Dark Blue","Luxury","true","Kherson, Bandery St, 94","Kherson, Shevchenka St, 124","10.31","PENDING","38.69","2026-03-04","3","Not recommended"
"Andrii","Sokolova","+380879885463","prefer not to say","Olena","Hrytsenko","+380788166383","DL839494","prefer not to say","Tesla Model 3","AO 2360 AA-459","Black","Sedan","true","Ternopil, Franka St, 67","Ternopil, Chornovola Ave, 25","3.35","COMPLETED","12.56","2025-12-31","4","Great trip!"
"Iryna","Khmelyov","+380768752413","male","Nataliia","Sokolova","+380961858743","DL117533","prefer not to say","Mazda 6","BB 6707 HT-460","Orange","SUV","false","Vinnytsia, Horodotska St, 124","Vinnytsia, Pekarska St, 36","11.26","FAILED","93.23","2026-01-03","3","Very clean car"
"Dmytro","Hrytsenko","+380862075064","male","Svitlana","Kushnir","+380838633451","DL294099","other","Kia Optima","AP 3893 AA-461","Grey","Sedan","true","Mykolaiv, Kulparkivska St, 107","Mykolaiv, Stryiska St, 76","5.06","SCHEDULED","56.48","2026-02-04","2","Excellent service"
"Viktor","Kovalenko","+380983459626","female","Pavlo","Tkachenko","+380889844753","DL739496","male","Hyundai Sonata","AO 3417 II-462","Brown","SUV","true","Mykolaiv, Naukova St, 125","Mykolaiv, Lychakivska St, 107","3.02","PENDING","88.20","2026-01-04","5","Great trip!"
"Mariia","Kravchenko","+380868677619","female","Nataliia","Melnyk","+380784857299","DL707116","other","Audi A4","BC 8354 AA-463","Black","Hatchback","false","Ternopil, Lychakivska St, 9","Ternopil, Bandery St, 110","11.53","PENDING","109.55","2026-01-24","1","Not recommended"
"Kateryna","Marchenko","+380916020506","male","Iryna","Hrytsenko","+380767825717","DL403379","prefer not to say","Honda Accord","BE 8273 II-464","Black","Hatchback","true","Odesa, Stryiska St, 92","Odesa, Vasylkivska St, 142","13.08","COMPLETED","34.82","2026-01-14","5","Terrible service"
"Serhii","Hrytsenko","+380845547414","prefer not to say","Alina","Kovalenko","+380634325154","DL281486","male","Kia Optima","AX 5431 AA-465","White","Sedan","false","Ternopil, Pekarska St, 86","Ternopil, Vasylkivska St, 12","14.45","SCHEDULED","61.22","2026-02-27","4","Great trip!"
"Serhii","Lysenko","+380675590382","prefer not to say","Kateryna","Tkachenko","+380807809696","DL215358","male","Tesla Model 3","AM 3265 HT-466","Yellow","Hatchback","true","Vinnytsia, Pekarska St, 30","Vinnytsia, Horodotska St, 98","8.14","REJECTED","78.36","2026-03-17","5","Excellent service"
"Serhii","Lysenko","+380717575484","male","Serhii","Zaitsev","+380697693979","DL364357","other","Toyota Camry","BI 5944 AA-467","Brown","Hatchback","true","Ivano-Frankivsk, Sichovykh Striltsiv St, 50","Ivano-Frankivsk, Pekarska St, 104","7.30","PENDING","37.40","2026-02-07","4","Could be better"
"Nataliia","Tkachenko","+380875739067","prefer not to say","Olena","Boyko","+380784854240","DL478499","other","Hyundai Sonata","BB 6007 HT-468","Dark Blue","Luxury","true","Vinnytsia, Khmelnitskoho St, 58","Vinnytsia, Valova St, 89","8.87","FAILED","108.18","2026-01-24","1","Terrible service"
"Ivan","Shevchenko","+380944884974","female","Olena","Shevchenko","+380811947913","DL151418","prefer not to say","Skoda Octavia","AT 8684 II-469","Red","Luxury","true","Lutsk, Shevchenka St, 96","Lutsk, Lychakivska St, 44","13.34","CANCELLED","70.16","2026-01-24","4","Great trip!"
"Ivan","Oliinyk","+380695878514","male","Dmytro","Kovalenko","+380651584984","DL598343","male","Renault Megane","BC 9786 CX-470","Green","Hatchback","true","Lutsk, Valova St, 23","Lutsk, Valova St, 142","12.27","SCHEDULED","106.01","2026-02-12","5","Very clean car"
"Nataliia","Sokolova","+380906477974","other","Kateryna","Melnyk","+380978180230","DL827636","female","Nissan Altima","AX 4778 II-471","Green","Hatchback","true","Ivano-Frankivsk, Pekarska St, 99","Ivano-Frankivsk, Bandery St, 101","4.64","REJECTED","62.98","2026-02-05","1","Driver was late"
"Oleksandr","Hrytsenko","+380937588098","other","Viktor","Goncharenko","+380928245668","DL386756","other","BMW 5 Series","AA 7816 CX-472","Grey","Sedan","true","Chernivtsi, Horodotska St, 47","Chernivtsi, Kulparkivska St, 20","3.42","COMPLETED","54.35","2026-01-08","1","Highly recommend"
"Volodymyr","Kovalenko","+380761852677","male","Olena","Tkachenko","+380834553979","DL912114","prefer not to say","BMW 5 Series","BA 6992 HT-473","Green","SUV","true","Lviv, Chornovola Ave, 125","Lviv, Franka St, 45","4.42","ACCEPTED","35.38","2026-02-22","2","Could be better"
"Anna","Kravchenko","+380949714575","other","Svitlana","Tkachenko","+380754729041","DL271744","male","Audi A4","AA 1169 CX-474","White","Sedan","true","Zaporizhzhia, Pekarska St, 40","Zaporizhzhia, Horodotska St, 64","6.29","ACCEPTED","51.60","2026-01-10","1","Amazing experience"
"Oksana","Dovzhenko","+380753126633","other","Anna","Bondarenko","+380652417288","DL151525","male","Nissan Altima","BE 3187 BB-475","Black","SUV","true","Rivne, Franka St, 89","Rivne, Stryiska St, 69","6.63","COMPLETED","87.73","2026-02-02","5","Not recommended"
"Iryna","Sokolova","+380674609896","prefer not to say","Anna","Goncharenko","+380684574006","DL246719","prefer not to say","Hyundai Sonata","AB 2774 AA-476","White","Hatchback","false","Kherson, Zelena St, 90","Kherson, Naukova St, 122","6.03","PENDING","73.27","2026-02-18","4","Will ride again"
"Olena","Dovzhenko","+380868683441","prefer not to say","Olena","Tkachenko","+380977423308","DL642362","male","Mazda 6","AM 3324 II-477","Silver","Luxury","true","Lutsk, Shevchenka St, 107","Lutsk, Valova St, 93","9.90","IN_PROGRESS","56.16","2026-02-27","1","Great trip!"
"Viktor","Goncharenko","+380839469736","female","Nataliia","Polishchuk","+380644494634","DL522942","female","Ford Fusion","AM 3108 AA-478","Red","Hatchback","true","Kharkiv, Chornovola Ave, 30","Kharkiv, Lychakivska St, 90","15.92","FAILED","95.46","2026-02-03","4","Smooth ride"
"Yevhen","Dovzhenko","+380751956978","female","Oksana","Shevchenko","+380675698226","DL884318","prefer not to say","Kia Optima","AP 7991 HT-479","Orange","Hatchback","true","Zaporizhzhia, Vasylkivska St, 121","Zaporizhzhia, Khmelnitskoho St, 134","2.32","IN_PROGRESS","19.17","2026-02-14","5","Very clean car"
"Oksana","Khmelyov","+380718796234","male","Mariia","Goncharenko","+380825615279","DL556279","female","Mercedes-Benz C-Class","BH 1398 AA-480","White","Luxury","true","Mykolaiv, Horodotska St, 52","Mykolaiv, Bandery St, 50","15.26","IN_PROGRESS","23.98","2026-03-18","1","Car was uncomfortable"
"Mykola","Zaitsev","+380769442301","male","Andrii","Kovalenko","+380969255375","DL925398","other","BMW 5 Series","AM 6974 HT-481","Green","Sedan","true","Lviv, Bandery St, 90","Lviv, Horodotska St, 118","5.70","IN_PROGRESS","34.33","2026-02-13","1","Smooth ride"
"Nataliia","Boyko","+380818807798","female","Yevhen","Kravchenko","+380967046613","DL240498","prefer not to say","Kia Optima","BH 7602 II-482","Grey","Hatchback","false","Mykolaiv, Zelena St, 2","Mykolaiv, Shevchenka St, 59","14.35","REJECTED","70.01","2026-03-01","1","Driver was rude"
"Andrii","Shevchenko","+380938229937","other","Ivan","Sokolova","+380922932418","DL296956","other","Mazda 6","BO 2214 AA-483","Grey","Luxury","true","Dnipro, Chornovola Ave, 68","Dnipro, Bandery St, 28","2.02","COMPLETED","99.90","2026-01-26","1","Will ride again"
"Andrii","Zaitsev","+380699720111","male","Yevhen","Hrytsenko","+380798463017","DL625585","male","Audi A4","BE 1393 HT-484","Red","Hatchback","true","Lviv, Stryiska St, 36","Lviv, Stryiska St, 149","9.10","REJECTED","59.96","2026-01-17","3","Great trip!"
"Oksana","Melnyk","+380943988615","female","Pavlo","Kravchenko","+380781638437","DL481614","other","Subaru Legacy","BO 2672 CX-485","Red","Luxury","true","Odesa, Shevchenka St, 14","Odesa, Pekarska St, 9","6.65","COMPLETED","20.07","2026-01-13","3","Not recommended"
"Oleksandr","Dovzhenko","+380651897373","other","Alina","Kovalenko","+380811415583","DL230322","female","Subaru Legacy","AM 2703 II-486","Red","Luxury","true","Chernivtsi, Zelena St, 124","Chernivtsi, Franka St, 61","6.65","IN_PROGRESS","19.09","2026-03-20","3","Car was uncomfortable"
"Andrii","Khmelyov","+380737190947","prefer not to say","Ivan","Fedorov","+380882881943","DL934769","other","Volkswagen Passat","AP 9754 HT-487","Green","Luxury","true","Kyiv, Sichovykh Striltsiv St, 79","Kyiv, Franka St, 137","3.47","SCHEDULED","12.75","2026-01-07","5","Amazing experience"
"Yuliia","Khmelyov","+380754943024","male","Alina","Sokolova","+380674656343","DL417540","female","Tesla Model 3","AT 6023 CX-488","Red","SUV","true","Mykolaiv, Chornovola Ave, 2","Mykolaiv, Pekarska St, 57","10.25","COMPLETED","107.82","2026-03-03","3","Driver was rude"
"Oleksandr","Oliinyk","+380889516970","prefer not to say","Mykola","Oliinyk","+380906420689","DL306210","prefer not to say","Renault Megane","BM 4782 BB-489","White","SUV","true","Odesa, Shevchenka St, 55","Odesa, Chornovola Ave, 11","9.71","IN_PROGRESS","22.53","2026-02-27","5","Very clean car"
"Olena","Oliinyk","+380757250695","prefer not to say","Kateryna","Khmelyov","+380832187308","DL814330","female","Nissan Altima","AE 9005 AA-490","Orange","Sedan","true","Kharkiv, Franka St, 120","Kharkiv, Valova St, 120","9.36","ACCEPTED","27.87","2026-02-05","3","Not recommended"
"Mykola","Boyko","+380725671051","male","Iryna","Kushnir","+380721698544","DL465232","female","Volkswagen Passat","AO 9175 HT-491","Brown","Sedan","false","Lutsk, Kulparkivska St, 92","Lutsk, Vasylkivska St, 63","11.09","COMPLETED","64.06","2026-03-08","4","Could be better"
"Viktor","Polishchuk","+380638344426","other","Pavlo","Hrytsenko","+380867163781","DL253501","other","Subaru Legacy","BK 6759 HT-492","Orange","Hatchback","true","Kharkiv, Shevchenka St, 114","Kharkiv, Vasylkivska St, 121","7.94","FAILED","76.09","2026-03-05","5","Will ride again"
"Mykola","Kravchenko","+380712169946","prefer not to say","Oksana","Shevchenko","+380712556275","DL889799","other","Renault Megane","BE 2940 II-493","Green","Sedan","true","Lutsk, Sichovykh Striltsiv St, 23","Lutsk, Lychakivska St, 77","15.44","SCHEDULED","94.21","2026-01-20","4","Terrible service"
"Svitlana","Dovzhenko","+380932873669","other","Andrii","Oliinyk","+380742477420","DL350595","male","Audi A4","BH 6689 CX-494","Brown","Hatchback","true","Zaporizhzhia, Horodotska St, 8","Zaporizhzhia, Stryiska St, 118","3.45","ACCEPTED","81.95","2026-01-21","5","Car was uncomfortable"
"Olena","Boyko","+380685488583","female","Dmytro","Goncharenko","+380874644916","DL447484","female","Tesla Model 3","AT 8150 BB-495","Yellow","SUV","true","Lviv, Bandery St, 51","Lviv, Valova St, 49","3.30","PENDING","25.25","2026-01-02","1","Great trip!"
"Dmytro","Hrytsenko","+380729680509","other","Ivan","Sokolova","+380655852883","DL515902","prefer not to say","Mercedes-Benz C-Class","AP 5688 CX-496","Orange","SUV","true","Ternopil, Kulparkivska St, 118","Ternopil, Valova St, 42","15.42","ACCEPTED","81.14","2026-01-22","4","Bad smell in cabin"
"Nataliia","Melnyk","+380802273593","female","Mariia","Kovalenko","+380948359556","DL722458","other","BMW 5 Series","BM 5494 AA-497","Red","Hatchback","true","Kharkiv, Naukova St, 9","Kharkiv, Pekarska St, 91","2.96","CANCELLED","87.43","2026-01-17","1","Driver was late"
"Mariia","Khmelyov","+380765350643","prefer not to say","Viktor","Kushnir","+380811367810","DL644409","other","Volkswagen Passat","BM 3538 HT-498","Silver","Luxury","true","Ivano-Frankivsk, Vasylkivska St, 111","Ivano-Frankivsk, Horodotska St, 135","9.80","COMPLETED","48.45","2026-03-24","3","Will ride again"
"Alina","Lysenko","+380709729300","other","Viktor","Kovalenko","+380846955269","DL369470","male","Renault Megane","AB 4810 AA-499","Silver","Luxury","true","Kharkiv, Horodotska St, 95","Kharkiv, Zelena St, 115","10.84","PENDING","32.45","2026-03-13","1","Very clean car"
"Nataliia","Marchenko","+380787314328","other","Olena","Boyko","+380759850150","DL225823","prefer not to say","Toyota Camry","BH 3530 HT-500","Brown","Luxury","false","Chernivtsi, Khmelnitskoho St, 58","Chernivtsi, Vasylkivska St, 102","1.23","REJECTED","62.63","2026-03-10","2","Bad smell in cabin"
"Svitlana","Lysenko","+380895235448","male","Olena","Kushnir","+380901791357","DL691896","other","Renault Megane","BM 4377 CX-501","Orange","Hatchback","true","Zaporizhzhia, Sichovykh Striltsiv St, 119","Zaporizhzhia, Horodotska St, 56","15.62","REJECTED","35.20","2026-02-12","3","Polite driver"
"Yuliia","Bondarenko","+380799808036","prefer not to say","Oksana","Marchenko","+380855222208","DL229914","male","Volkswagen Passat","AE 3681 II-502","Brown","Hatchback","true","Ivano-Frankivsk, Khmelnitskoho St, 41","Ivano-Frankivsk, Pekarska St, 3","11.54","REJECTED","26.85","2026-01-20","2","Very clean car"
"Olena","Tkachenko","+380756958965","prefer not to say","Volodymyr","Sokolova","+380822651352","DL510099","male","Nissan Altima","AA 5497 BB-503","Green","Luxury","true","Zaporizhzhia, Stryiska St, 72","Zaporizhzhia, Lychakivska St, 64","7.81","COMPLETED","87.98","2026-01-19","1","Car was uncomfortable"
"Oksana","Boyko","+380926510249","prefer not to say","Volodymyr","Oliinyk","+380749316457","DL218777","prefer not to say","Tesla Model 3","BO 1561 BB-504","Brown","Luxury","true","Lutsk, Shevchenka St, 20","Lutsk, Shevchenka St, 124","5.78","CANCELLED","20.15","2026-03-20","1","Driver was rude"
"Volodymyr","Hrytsenko","+380778550497","prefer not to say","Serhii","Boyko","+380798314736","DL605488","other","Nissan Altima","AE 3041 AA-505","Red","SUV","false","Dnipro, Vasylkivska St, 45","Dnipro, Sichovykh Striltsiv St, 76","7.70","FAILED","76.12","2026-02-24","4","Polite driver"
"Kateryna","Shevchenko","+380903488085","female","Mykola","Kovalenko","+380664002683","DL617637","female","Mercedes-Benz C-Class","AB 4816 II-506","White","Sedan","true","Mykolaiv, Chornovola Ave, 139","Mykolaiv, Zelena St, 29","8.64","ACCEPTED","50.50","2026-02-20","3","Not recommended"
"Mykola","Kravchenko","+380746476323","other","Volodymyr","Hrytsenko","+380934342044","DL252207","female","Toyota Camry","BT 3730 BB-507","Black","Hatchback","true","Odesa, Chornovola Ave, 42","Odesa, Lychakivska St, 39","15.39","IN_PROGRESS","101.09","2026-01-04","5","Bad smell in cabin"
"Pavlo","Goncharenko","+380736504206","male","Ivan","Kravchenko","+380978243405","DL487358","female","Hyundai Sonata","BH 5024 BB-508","Green","Hatchback","true","Mykolaiv, Lychakivska St, 121","Mykolaiv, Stryiska St, 62","2.55","PENDING","51.99","2026-01-15","4","Terrible service"
"Serhii","Tkachenko","+380906992247","prefer not to say","Iryna","Hrytsenko","+380719694455","DL684530","other","BMW 5 Series","AP 9729 II-509","Brown","Sedan","true","Lutsk, Pekarska St, 56","Lutsk, Vasylkivska St, 113","15.76","FAILED","64.91","2026-02-04","1","Driver was rude"
"Viktor","Shevchenko","+380932225702","male","Kateryna","Kovalenko","+380953305853","DL208344","other","Honda Accord","BC 4116 BB-510","Dark Blue","Luxury","true","Ivano-Frankivsk, Vasylkivska St, 72","Ivano-Frankivsk, Vasylkivska St, 47","14.57","CANCELLED","78.28","2026-02-01","4","Driver was rude"
"Yuliia","Melnyk","+380643458725","prefer not to say","Mykola","Khmelyov","+380808316069","DL519451","prefer not to say","Audi A4","BO 1710 CX-511","Dark Blue","Sedan","true","Uzhhorod, Franka St, 90","Uzhhorod, Bandery St, 117","9.66","ACCEPTED","37.45","2026-01-01","5","Driver was late"
"Mykola","Kovalenko","+380877747261","female","Yevhen","Goncharenko","+380819298892","DL112328","prefer not to say","Renault Megane","AM 1015 CX-512","Yellow","SUV","true","Uzhhorod, Sichovykh Striltsiv St, 127","Uzhhorod, Sichovykh Striltsiv St, 86","6.40","IN_PROGRESS","26.63","2026-01-14","4","Very clean car"
"Mykola","Polishchuk","+380959013457","male","Yuliia","Dovzhenko","+380725189853","DL300067","other","Subaru Legacy","AO 1073 II-513","Brown","Luxury","true","Vinnytsia, Khmelnitskoho St, 86","Vinnytsia, Sichovykh Striltsiv St, 56","2.43","ACCEPTED","45.16","2026-01-06","5","Bad smell in cabin"
"Volodymyr","Boyko","+380844108168","female","Kateryna","Shevchenko","+380956616859","DL844184","other","Hyundai Sonata","AX 1141 II-514","Yellow","Sedan","false","Uzhhorod, Naukova St, 74","Uzhhorod, Bandery St, 91","1.34","COMPLETED","65.89","2026-01-16","5","Excellent service"
"Oksana","Hrytsenko","+380822482155","prefer not to say","Volodymyr","Boyko","+380854741714","DL151075","other","Volkswagen Passat","AP 7376 BB-515","Red","SUV","true","Lviv, Valova St, 44","Lviv, Khmelnitskoho St, 53","10.71","IN_PROGRESS","58.80","2026-03-07","3","Car was uncomfortable"
"Mariia","Boyko","+380992640030","other","Serhii","Kushnir","+380931984800","DL869403","male","Nissan Altima","AT 2009 II-516","Yellow","Luxury","false","Zaporizhzhia, Vasylkivska St, 119","Zaporizhzhia, Vasylkivska St, 148","14.33","PENDING","36.44","2026-03-15","2","Smooth ride"
"Ivan","Khmelyov","+380775557180","prefer not to say","Oksana","Boyko","+380832928756","DL599593","prefer not to say","Renault Megane","BC 8312 II-517","Brown","Sedan","false","Rivne, Naukova St, 42","Rivne, Lychakivska St, 120","4.58","IN_PROGRESS","102.17","2026-02-15","5","Driver was late"
"Ivan","Kravchenko","+380671460900","other","Volodymyr","Kovalenko","+380668599478","DL119024","other","Toyota Camry","BT 9995 BB-518","Red","Hatchback","false","Uzhhorod, Vasylkivska St, 34","Uzhhorod, Kulparkivska St, 136","13.09","SCHEDULED","31.23","2026-01-08","1","Terrible service"
"Viktor","Shevchenko","+380722966000","male","Ivan","Kravchenko","+380916425430","DL922384","female","Kia Optima","BO 6270 BB-519","Brown","Sedan","false","Dnipro, Sichovykh Striltsiv St, 10","Dnipro, Khmelnitskoho St, 69","8.98","PENDING","32.51","2026-01-06","5","Could be better"
"Ivan","Hrytsenko","+380766457881","prefer not to say","Viktor","Hrytsenko","+380657450495","DL400772","male","Toyota Camry","AM 8957 HT-520","Grey","Sedan","true","Vinnytsia, Kulparkivska St, 26","Vinnytsia, Sichovykh Striltsiv St, 102","9.82","ACCEPTED","41.98","2026-02-22","4","Car was uncomfortable"
"Alina","Goncharenko","+380797415721","other","Ivan","Oliinyk","+380881699469","DL612157","prefer not to say","Renault Megane","AO 4732 AA-521","Dark Blue","Hatchback","true","Kharkiv, Vasylkivska St, 91","Kharkiv, Bandery St, 8","12.82","PENDING","82.60","2026-02-27","2","Not recommended"
"Viktor","Kushnir","+380887032305","male","Mykola","Lysenko","+380769480432","DL617788","male","Mercedes-Benz C-Class","AO 3545 AA-522","Dark Blue","Luxury","true","Vinnytsia, Khmelnitskoho St, 27","Vinnytsia, Shevchenka St, 101","6.36","COMPLETED","86.17","2026-01-06","4","Car was uncomfortable"
"Yuliia","Dovzhenko","+380926304745","prefer not to say","Svitlana","Bondarenko","+380863741855","DL576617","other","Toyota Camry","BT 4012 AA-523","Yellow","Hatchback","true","Ternopil, Bandery St, 31","Ternopil, Kulparkivska St, 137","11.17","COMPLETED","85.38","2026-02-20","2","Driver was late"
"Anna","Boyko","+380958595785","male","Yuliia","Boyko","+380686193903","DL265364","female","BMW 5 Series","AM 5394 CX-524","Orange","Luxury","true","Mykolaiv, Chornovola Ave, 63","Mykolaiv, Naukova St, 131","11.72","PENDING","31.87","2026-03-18","1","Will ride again"
"Mykola","Marchenko","+380663060467","other","Mariia","Kravchenko","+380859353517","DL335165","other","Hyundai Sonata","AX 6551 HT-525","Grey","Sedan","true","Kharkiv, Pekarska St, 72","Kharkiv, Vasylkivska St, 76","2.90","CANCELLED","27.15","2026-01-03","1","Car was uncomfortable"
"Mariia","Lysenko","+380962771219","male","Viktor","Goncharenko","+380926712266","DL995865","prefer not to say","Ford Fusion","BO 6230 HT-526","Silver","Hatchback","true","Vinnytsia, Lychakivska St, 126","Vinnytsia, Chornovola Ave, 46","7.20","ACCEPTED","82.65","2026-03-15","3","Not recommended"
"Volodymyr","Sokolova","+380738902511","female","Iryna","Fedorov","+380958582262","DL581717","female","Mazda 6","BE 5496 BB-527","Black","Luxury","false","Kyiv, Chornovola Ave, 110","Kyiv, Stryiska St, 99","2.48","FAILED","45.02","2026-02-28","2","Will ride again"
"Nataliia","Kushnir","+380747756604","prefer not to say","Kateryna","Shevchenko","+380641441331","DL650088","other","Ford Fusion","AT 5569 II-528","Green","Sedan","false","Mykolaiv, Stryiska St, 55","Mykolaiv, Kulparkivska St, 141","15.85","ACCEPTED","33.15","2026-03-06","4","Not recommended"
"Ivan","Boyko","+380912490108","female","Olena","Bondarenko","+380742544805","DL498175","female","Hyundai Sonata","BM 6694 CX-529","Black","Hatchback","true","Ivano-Frankivsk, Khmelnitskoho St, 93","Ivano-Frankivsk, Vasylkivska St, 16","8.04","SCHEDULED","81.05","2026-02-24","5","Smooth ride"
"Olena","Melnyk","+380669390709","female","Yuliia","Kravchenko","+380982391088","DL904279","prefer not to say","Tesla Model 3","BK 2138 CX-530","Brown","Luxury","true","Vinnytsia, Zelena St, 60","Vinnytsia, Chornovola Ave, 80","4.11","SCHEDULED","20.58","2026-03-27","3","Bad smell in cabin"
"Volodymyr","Kovalenko","+380637693397","prefer not to say","Kateryna","Khmelyov","+380745711331","DL614213","other","BMW 5 Series","BT 9533 CX-531","Orange","Sedan","true","Uzhhorod, Zelena St, 130","Uzhhorod, Khmelnitskoho St, 127","12.19","CANCELLED","82.73","2026-02-12","1","Amazing experience"
"Oleksandr","Dovzhenko","+380849770032","male","Serhii","Marchenko","+380703662974","DL433777","other","Mercedes-Benz C-Class","BC 5912 BB-532","White","SUV","true","Vinnytsia, Shevchenka St, 85","Vinnytsia, Stryiska St, 75","4.57","ACCEPTED","15.68","2026-01-17","4","Great trip!"
"Dmytro","Melnyk","+380834316329","male","Alina","Kushnir","+380701542147","DL190197","other","BMW 5 Series","AM 6811 BB-533","Silver","Luxury","false","Vinnytsia, Shevchenka St, 114","Vinnytsia, Stryiska St, 132","11.13","PENDING","75.18","2026-02-23","3","Highly recommend"
"Mariia","Khmelyov","+380979800652","prefer not to say","Dmytro","Goncharenko","+380816888784","DL946708","prefer not to say","Audi A4","AP 5376 CX-534","Dark Blue","Hatchback","true","Ternopil, Kulparkivska St, 132","Ternopil, Valova St, 95","9.41","PENDING","23.97","2026-01-07","3","Polite driver"
"Oleksandr","Lysenko","+380658950474","prefer not to say","Nataliia","Tkachenko","+380892714356","DL329468","female","Audi A4","AE 9799 CX-535","Grey","Luxury","true","Mykolaiv, Bandery St, 28","Mykolaiv, Lychakivska St, 56","13.98","REJECTED","12.73","2025-12-31","1","Car was uncomfortable"
"Iryna","Kravchenko","+380673448841","male","Andrii","Kovalenko","+380785853128","DL692427","prefer not to say","Skoda Octavia","BK 3103 HT-536","Brown","Luxury","true","Ternopil, Kulparkivska St, 148","Ternopil, Valova St, 147","8.85","REJECTED","74.50","2026-02-20","5","Could be better"
"Yuliia","Zaitsev","+380741070146","female","Yevhen","Dovzhenko","+380954461372","DL713296","female","Tesla Model 3","AX 9976 II-537","Red","Hatchback","false","Zaporizhzhia, Khmelnitskoho St, 56","Zaporizhzhia, Lychakivska St, 83","10.08","PENDING","46.06","2026-02-14","2","Will ride again"
"Dmytro","Sokolova","+380796545118","male","Iryna","Bondarenko","+380633808731","DL683603","male","Honda Accord","AA 3033 BB-538","Brown","Luxury","false","Chernivtsi, Naukova St, 74","Chernivtsi, Vasylkivska St, 92","12.13","CANCELLED","17.85","2026-01-17","4","Smooth ride"
"Anna","Boyko","+380782285993","male","Andrii","Lysenko","+380764374178","DL616104","female","Subaru Legacy","BC 2374 BB-539","Dark Blue","Luxury","false","Dnipro, Horodotska St, 114","Dnipro, Franka St, 94","10.67","ACCEPTED","37.64","2026-03-07","5","Excellent service"
"Mykola","Fedorov","+380901226433","other","Viktor","Sokolova","+380947564265","DL425007","female","Volkswagen Passat","BM 4361 II-540","White","Sedan","true","Mykolaiv, Sichovykh Striltsiv St, 129","Mykolaiv, Khmelnitskoho St, 31","1.77","REJECTED","108.67","2026-01-24","3","Terrible service"
